GeneCluster	RGC	REG_rate	Mem
DSM_0352056738	TS	0.08 	50
DSM_0489577129	TS	0.00 	22
DSM_0379217651	TS	0.00 	11
DSM_0346773696	TS	0.11 	9
DSM_0298519383	TS	0.00 	7
DSM_0450862550	TS	0.00 	20
DSM_0088469638	TS	0.00 	7
DSM_0110161835	TS	0.14 	7
DSM_0398189523	TS	0.05 	41
Soil_0138385703	TS	0.00 	3
Soil_0015521145	TS	0.03 	263
DSM_0033027297	TS	0.00 	34
DSM_0261316778	TS	0.04 	24
DSM_0046651445	TS	0.00 	8
DSM_0142222628	TS	0.20 	5
DSM_0066064380	TS	0.03 	87
OM-RGC.v2.037223855	TS	0.00 	4
DSM_0288909565	TS	0.14 	29
Soil_0042221856	TS	0.03 	29
OM-RGC.v2.023607563	TS	0.07 	15
DSM_0414535422	TS	0.21 	24
DSM_0134715738	TS	0.00 	8
DSM_0388453874	TS	0.00 	5
DSM_0362761555	TS	0.00 	57
DSM_0213613863	TS	0.00 	8
DSM_0492941324	TS	0.13 	8
Soil_0090894000	TS	0.10 	29
DSM_0169902750	TS	0.00 	6
Soil_0098723502	TS	0.04 	114
Soil_0104304174	TS	0.00 	7
DSM_0297914216	TS	0.14 	37
DSM_0209419384	TS	0.00 	4
Soil_0033612553	TS	0.10 	20
Soil_0003414357	TS	0.13 	8
DSM_0231240011	TS	0.00 	3
DSM_0213326077	TS	0.29 	7
DSM_0479474690	TS	0.00 	6
DSM_0005166448	TS	0.00 	3
DSM_0214844834	TS	0.50 	4
DSM_0199566695	TS	0.00 	3
Soil_0149497442	TS	0.08 	52
DSM_0251776917	TS	0.00 	7
DSM_0288175844	TS	0.10 	31
DSM_0275832516	TS	0.07 	14
DSM_0451672870	TS	0.00 	7
DSM_0047967461	TS	0.00 	3
DSM_0061676323	TS	0.33 	3
Soil_0125563072	TS	0.03 	86
Soil_0037642584	TS	0.00 	12
Soil_0146326021	TS	0.00 	8
DSM_0130048048	TS	0.29 	28
DSM_0074605860	TS	0.03 	60
DSM_0400310959	TS	0.00 	5
DSM_0112531618	TS	0.33 	3
DSM_0412585069	TS	0.00 	3
DSM_0093068167	TS	0.10 	10
Soil_0005015822	TS	0.09 	44
DSM_0301647567	TS	0.10 	20
Soil_0107047412	TS	0.01 	70
DSM_0316050070	TS	0.14 	7
Soil_0050731189	TS	0.00 	24
DSM_0285250977	TS	0.00 	3
DSM_0109204767	TS	0.00 	7
DSM_0309894005	TS	0.08 	25
DSM_0052416090	TS	0.00 	20
Soil_0069973984	TS	0.00 	12
Soil_0044974462	TS	0.00 	6
DSM_0111066581	TS	0.00 	7
DSM_0370185031	TS	0.08 	12
DSM_0375789970	TS	0.00 	3
Soil_0076896767	TS	0.00 	9
DSM_0044583641	TS	0.00 	10
DSM_0072119791	TS	0.00 	11
DSM_0010415064	TS	0.00 	10
DSM_0284846318	TS	0.40 	5
DSM_0258205262	TS	0.17 	6
DSM_0107760962	TS	0.00 	13
DSM_0286977556	TS	0.13 	8
DSM_0105455511	TS	0.25 	4
DSM_0087707080	TS	0.00 	3
DSM_0419693058	TS	0.14 	7
DSM_0179788960	TS	0.00 	16
Soil_0042142411	TS	0.00 	10
DSM_0120054195	TS	0.12 	33
DSM_0160084397	TS	0.00 	15
DSM_0213018619	TS	0.03 	103
Soil_0062902431	TS	0.00 	80
DSM_0377952421	TS	0.00 	17
DSM_0273209112	TS	0.01 	79
DSM_0459888811	TS	0.11 	9
DSM_0122685988	TS	0.09 	11
DSM_0241200167	TS	0.25 	12
DSM_0037922563	TS	0.17 	12
OM-RGC.v2.028380809	TS	0.33 	3
DSM_0116340995	TS	0.11 	36
DSM_0257999301	TS	0.00 	4
DSM_0369000234	TS	0.03 	38
DSM_0245435937	TS	0.00 	6
DSM_0077662938	TS	0.13 	8
DSM_0421094366	TS	0.09 	23
DSM_0284548499	TS	0.12 	42
Soil_0155942570	TS	0.00 	6
DSM_0500841986	TS	0.67 	3
DSM_0020369848	TS	0.05 	19
Soil_0102552123	TS	0.00 	6
DSM_0120768028	TS	0.00 	3
DSM_0332910143	TS	0.00 	9
DSM_0081892945	TS	0.00 	11
Soil_0032676084	TS	0.03 	39
DSM_0036236873	TS	0.00 	17
Soil_0022788047	TS	0.20 	41
OM-RGC.v2.030424683	TS	0.00 	4
DSM_0412760461	TS	0.07 	15
OM-RGC.v2.034989321	TS	0.06 	35
DSM_0055610689	TS	0.07 	14
DSM_0068672982	TS	0.25 	48
Soil_0091572929	TS	0.00 	16
DSM_0227214795	TS	0.00 	3
Soil_0006908594	TS	0.00 	114
DSM_0355049819	TS	0.11 	19
DSM_0402740733	TS	0.04 	25
DSM_0115463859	TS	0.00 	3
DSM_0489343906	TS	0.00 	6
DSM_0131149863	TS	0.10 	98
DSM_0450920145	TS	0.00 	5
Soil_0060495560	TS	0.00 	61
DSM_0144487516	TS	0.02 	52
DSM_0054075029	TS	0.13 	23
Soil_0154331965	TS	0.00 	43
DSM_0236423170	TS	0.00 	10
DSM_0011173593	TS	0.38 	8
OM-RGC.v2.024970297	TS	0.00 	28
Soil_0100426255	TS	0.17 	6
DSM_0069518536	TS	0.00 	13
DSM_0448142701	TS	0.12 	86
Soil_0116147520	TS	0.00 	12
Soil_0089461036	TS	0.00 	5
DSM_0440712651	TS	0.00 	5
Soil_0138061347	TS	0.00 	3
Soil_0006852471	TS	0.20 	5
DSM_0179819698	TS	0.00 	20
Soil_0150476535	TS	0.01 	108
Soil_0008212181	TS	0.03 	38
DSM_0042032980	TS	0.00 	3
Soil_0131572494	TS	0.25 	4
Soil_0124257512	TS	0.00 	4
Soil_0123738190	TS	0.08 	13
OM-RGC.v2.000129454	TS	0.50 	6
DSM_0088440106	TS	0.00 	16
Soil_0021548169	TS	0.00 	7
DSM_0281032492	TS	0.33 	3
Soil_0007991864	TS	0.00 	5
Soil_0085065405	TS	0.00 	12
Soil_0067487555	TS	0.05 	20
Soil_0058450904	TS	0.09 	44
OM-RGC.v2.031347124	TS	0.00 	3
DSM_0479061905	TS	0.00 	12
DSM_0154259099	TS	0.07 	15
Soil_0159786338	TS	0.00 	8
DSM_0496371249	TS	0.00 	3
OM-RGC.v2.010140808	TS	0.03 	37
DSM_0172057230	TS	0.00 	11
OM-RGC.v2.029205757	TS	0.00 	8
Soil_0075534711	TS	0.05 	37
Soil_0032134818	TS	0.17 	18
DSM_0386536868	TS	0.00 	7
DSM_0475919393	TS	0.20 	10
DSM_0335089548	TS	0.00 	4
Soil_0070286914	TS	0.07 	44
Soil_0002334373	TS	0.30 	20
Soil_0016430539	TS	0.00 	6
DSM_0304919238	TS	0.07 	14
OM-RGC.v2.035455674	TS	0.00 	14
Soil_0088541524	TS	0.00 	21
OM-RGC.v2.001938627	TS	0.05 	20
DSM_0176285169	TS	0.00 	54
DSM_0094559628	TS	0.00 	6
Soil_0028544985	TS	0.00 	5
DSM_0205041657	TS	0.00 	18
DSM_0396057900	TS	0.13 	8
Soil_0084366430	TS	0.05 	79
OM-RGC.v2.023367293	TS	0.00 	12
Soil_0130550672	TS	0.04 	27
DSM_0454377032	TS	0.05 	21
DSM_0381901163	TS	0.00 	16
Soil_0006948678	TS	0.08 	12
DSM_0448169660	TS	0.04 	23
Soil_0013840191	TS	0.02 	43
DSM_0313187484	TS	0.33 	3
DSM_0284206300	TS	0.03 	58
DSM_0306536782	TS	0.00 	7
DSM_0366049749	TS	0.00 	12
DSM_0446581582	TS	0.00 	6
Soil_0156030490	TS	0.00 	14
DSM_0274011324	TS	0.33 	3
DSM_0494675477	TS	0.00 	18
DSM_0239631141	TS	0.00 	5
DSM_0131503772	TS	0.11 	9
DSM_0397793435	TS	0.23 	13
DSM_0105854600	TS	0.00 	3
DSM_0234990939	TS	0.08 	26
DSM_0341800294	TS	0.00 	31
DSM_0326873474	TS	0.05 	38
DSM_0362668596	TS	0.00 	3
DSM_0182543518	TS	0.14 	7
Soil_0077834012	TS	0.00 	14
DSM_0201901479	TS	0.00 	5
Soil_0140892545	TS	0.02 	55
DSM_0366599138	TS	0.06 	17
Soil_0023237433	TS	0.03 	32
DSM_0417109187	TS	0.00 	12
DSM_0108375782	TS	0.00 	11
DSM_0380365902	TS	0.00 	7
Soil_0096034677	TS	0.00 	3
Soil_0064541236	TS	0.15 	13
Soil_0000566774	TS	0.00 	14
Soil_0078255049	TS	0.00 	5
Soil_0061202667	TS	0.05 	104
DSM_0168803715	TS	0.01 	93
Soil_0070616334	TS	0.00 	68
Soil_0005456062	TS	0.13 	24
DSM_0075521444	TS	0.00 	8
DSM_0176725851	TS	0.06 	18
DSM_0286902025	TS	0.15 	13
DSM_0320373694	TS	0.00 	4
Soil_0080915689	TS	0.33 	3
Soil_0132965772	TS	0.00 	16
DSM_0066745600	TS	0.13 	16
DSM_0235064114	TS	0.00 	21
OM-RGC.v2.010985848	TS	0.00 	6
DSM_0474974065	TS	0.00 	5
DSM_0061930651	TS	0.04 	141
DSM_0455741202	TS	0.00 	4
DSM_0042763185	TS	0.00 	16
DSM_0264882814	TS	0.00 	3
Soil_0141858595	TS	0.00 	6
DSM_0286558438	TS	0.00 	4
Soil_0047066242	TS	0.00 	5
OM-RGC.v2.000850015	TS	0.00 	9
DSM_0161453726	TS	0.07 	14
DSM_0462767000	TS	0.00 	49
DSM_0329692238	TS	0.00 	8
DSM_0085766881	TS	0.06 	33
DSM_0372814247	TS	0.33 	3
DSM_0416546551	TS	0.20 	10
DSM_0242258668	TS	0.11 	19
DSM_0092996639	TS	0.06 	48
DSM_0098423688	TS	0.00 	3
DSM_0241883606	TS	0.00 	9
DSM_0187418455	TS	0.00 	4
DSM_0083689043	TS	0.00 	6
Soil_0134374051	TS	0.05 	57
DSM_0272216722	TS	0.27 	11
DSM_0264533645	TS	0.00 	4
Soil_0079676594	TS	0.17 	12
DSM_0037572906	TS	0.20 	5
DSM_0211708059	TS	0.00 	21
DSM_0087445725	TS	0.00 	34
DSM_0178895834	TS	0.00 	42
DSM_0080692884	TS	0.20 	15
DSM_0044969022	TS	0.20 	10
DSM_0121576338	TS	0.25 	4
DSM_0043501033	TS	0.29 	14
DSM_0212851802	TS	0.25 	12
DSM_0045217406	TS	0.06 	16
DSM_0467753203	TS	0.00 	7
DSM_0368697298	TS	0.00 	5
DSM_0417439094	TS	0.08 	39
Soil_0106196464	TS	0.10 	29
DSM_0215969121	TS	0.00 	11
DSM_0158683819	TS	0.23 	22
OM-RGC.v2.034957162	TS	0.13 	8
DSM_0334901523	TS	0.00 	30
DSM_0283938397	TS	0.00 	4
DSM_0404204540	TS	0.08 	12
DSM_0117134546	TS	0.15 	13
DSM_0181220090	TS	0.00 	9
DSM_0120095371	TS	0.00 	4
Soil_0150771910	TS	0.00 	17
DSM_0479242907	TS	0.00 	11
DSM_0265455536	TS	0.00 	13
OM-RGC.v2.001608657	TS	0.08 	25
DSM_0389647459	TS	0.00 	3
DSM_0251407102	TS	0.61 	18
Soil_0053983536	TS	0.02 	62
Soil_0107448492	TS	0.14 	7
OM-RGC.v2.031469351	TS	0.00 	19
DSM_0400726572	TS	0.06 	16
DSM_0083135049	TS	0.00 	13
OM-RGC.v2.001226857	TS	0.20 	5
DSM_0150032315	TS	0.00 	23
DSM_0109512102	TS	0.00 	10
DSM_0421992476	TS	0.00 	7
Soil_0120786449	TS	0.00 	28
DSM_0448235252	TS	0.00 	14
OM-RGC.v2.003358718	TS	0.00 	3
DSM_0141047370	TS	0.18 	17
DSM_0076005429	TS	0.00 	11
DSM_0308380061	TS	0.00 	8
DSM_0155989603	TS	0.03 	31
Soil_0126166300	TS	0.01 	88
Soil_0057223388	TS	0.07 	45
DSM_0433055790	TS	0.00 	7
DSM_0102260622	TS	0.03 	39
DSM_0428833655	TS	0.12 	25
DSM_0040455048	TS	0.07 	29
DSM_0152508594	TS	0.13 	23
DSM_0174800503	TS	0.00 	5
DSM_0491280867	TS	0.00 	9
DSM_0310324793	TS	0.00 	13
DSM_0072023573	TS	0.00 	12
Soil_0052595198	TS	0.18 	11
DSM_0129343957	TS	0.03 	31
DSM_0188697351	TS	0.13 	15
Soil_0099511923	TS	0.50 	4
Soil_0094024712	TS	0.05 	103
Soil_0069138619	TS	0.00 	26
Soil_0095903507	TS	0.00 	13
DSM_0250865399	TS	0.08 	24
OM-RGC.v2.035798569	TS	0.00 	7
DSM_0104236372	TS	0.00 	8
DSM_0128761965	TS	0.00 	6
DSM_0091626897	TS	0.35 	23
DSM_0231542926	TS	0.03 	103
DSM_0494412692	TS	0.00 	10
OM-RGC.v2.016801789	TS	0.21 	57
DSM_0423190392	TS	0.00 	5
Soil_0101197032	TS	0.00 	20
DSM_0339487151	TS	0.13 	8
DSM_0295288116	TS	0.08 	13
DSM_0394883822	TS	0.00 	3
Soil_0039061029	TS	0.00 	6
DSM_0067390530	TS	0.00 	5
DSM_0439753796	TS	0.09 	11
Soil_0016932528	TS	0.00 	16
DSM_0271213661	TS	0.10 	10
OM-RGC.v2.032862360	TS	0.00 	9
Soil_0041484802	TS	0.09 	46
DSM_0499648569	TS	0.00 	9
Soil_0027207700	TS	0.08 	12
Soil_0120521939	TS	0.00 	7
Soil_0156565172	TS	0.00 	4
DSM_0125204218	TS	0.00 	4
DSM_0314657335	TS	0.20 	10
Soil_0130735978	TS	0.03 	29
DSM_0403710831	TS	0.02 	48
Soil_0151166293	TS	0.11 	35
Soil_0036012423	TS	0.03 	34
Soil_0012516392	TS	0.00 	18
DSM_0153561812	TS	0.17 	6
Soil_0132519559	TS	0.00 	4
DSM_0003849973	TS	0.00 	3
DSM_0260163368	TS	0.00 	5
DSM_0366371375	TS	0.00 	3
DSM_0152881583	TS	0.00 	7
DSM_0323814408	TS	0.25 	4
DSM_0242518308	TS	0.04 	23
DSM_0339268788	TS	0.75 	4
DSM_0185904498	TS	0.07 	28
DSM_0074361988	TS	0.33 	3
Soil_0011367513	TS	0.00 	59
DSM_0242555084	TS	0.00 	4
DSM_0345197679	TS	0.06 	17
DSM_0286492310	TS	0.11 	9
DSM_0293990397	TS	0.27 	11
DSM_0183519757	TS	0.05 	296
Soil_0052756243	TS	0.00 	4
DSM_0211177689	TS	0.00 	8
DSM_0159140879	TS	0.29 	7
Soil_0060318576	TS	0.05 	140
DSM_0363888565	TS	0.33 	3
DSM_0108508475	TS	0.10 	10
DSM_0108837795	TS	0.25 	4
OM-RGC.v2.014109656	TS	0.22 	9
OM-RGC.v2.001387545	TS	0.25 	4
DSM_0345615419	TS	0.00 	12
Soil_0063426543	TS	0.17 	35
Soil_0038887736	TS	0.00 	10
DSM_0454723757	TS	0.17 	6
DSM_0028468973	TS	0.00 	11
DSM_0207306513	TS	0.01 	138
OM-RGC.v2.033141675	TS	0.25 	4
DSM_0099066536	TS	0.00 	4
DSM_0081863766	TS	0.13 	8
DSM_0138740807	TS	0.00 	7
DSM_0020743010	TS	0.00 	18
Soil_0098083262	TS	0.20 	25
Soil_0064035463	TS	0.00 	17
DSM_0305716347	TS	0.00 	33
DSM_0362697601	TS	0.00 	39
Soil_0001650641	TS	0.00 	28
DSM_0353094169	TS	0.00 	3
Soil_0063695894	TS	0.07 	15
DSM_0124373019	TS	0.00 	5
DSM_0057419092	TS	0.00 	6
DSM_0387230199	TS	0.00 	14
DSM_0019485565	TS	0.06 	17
DSM_0150859773	TS	0.00 	12
DSM_0046464652	TS	0.00 	6
OM-RGC.v2.036395042	TS	0.00 	7
DSM_0077604010	TS	0.00 	19
DSM_0469413316	TS	0.00 	32
DSM_0080522198	TS	0.10 	29
DSM_0250382584	TS	0.00 	7
OM-RGC.v2.000523044	TS	0.07 	15
DSM_0342753752	TS	0.00 	5
DSM_0142642149	TS	0.00 	8
DSM_0028650297	TS	0.08 	13
DSM_0060994582	TS	0.14 	7
DSM_0349509391	TS	0.00 	3
DSM_0350010770	TS	0.25 	4
OM-RGC.v2.026962070	TS	0.00 	4
DSM_0239314423	TS	0.00 	20
Soil_0091536389	TS	0.14 	14
DSM_0340362386	TS	0.07 	28
Soil_0011240585	TS	0.02 	100
DSM_0055853721	TS	0.08 	24
Soil_0011415377	TS	0.25 	4
Soil_0063017263	TS	0.05 	57
DSM_0478875131	TS	0.00 	3
DSM_0077738298	TS	0.20 	20
DSM_0340664917	TS	0.33 	3
DSM_0124881126	TS	0.00 	10
DSM_0154249250	TS	0.00 	22
DSM_0480474232	TS	0.00 	16
DSM_0040773649	TS	0.00 	3
DSM_0001813500	TS	0.11 	9
DSM_0467699218	TS	0.03 	33
DSM_0150417456	TS	0.00 	8
Soil_0065749048	TS	0.01 	124
DSM_0244619354	TS	0.00 	6
DSM_0223966073	TS	0.00 	16
DSM_0125291000	TS	0.10 	10
DSM_0184223626	TS	0.00 	23
DSM_0405261784	TS	0.14 	14
DSM_0366839160	TS	0.00 	4
DSM_0250814899	TS	0.13 	8
Soil_0152053228	TS	0.00 	9
Soil_0076208246	TS	0.08 	13
DSM_0142497368	TS	0.40 	5
DSM_0425661755	TS	0.09 	11
DSM_0166711186	TS	0.60 	5
DSM_0155353729	TS	0.05 	19
Soil_0102283113	TS	0.00 	4
DSM_0133654047	TS	0.00 	4
Soil_0007352914	TS	0.13 	8
DSM_0404513711	TS	0.00 	3
DSM_0228757678	TS	0.21 	14
DSM_0413140878	TS	0.00 	4
Soil_0089669981	TS	0.00 	18
Soil_0053244135	TS	0.00 	9
DSM_0414087275	TS	0.06 	53
DSM_0190129896	TS	0.00 	7
DSM_0181688424	TS	0.00 	18
DSM_0336763832	TS	0.00 	6
DSM_0230315315	TS	0.05 	41
DSM_0119456136	TS	0.00 	3
DSM_0496070965	TS	0.00 	6
DSM_0018674397	TS	0.00 	5
DSM_0259799077	TS	0.03 	31
Soil_0031117061	TS	0.09 	35
DSM_0050222268	TS	0.02 	41
Soil_0010642379	TS	0.00 	6
DSM_0063637402	TS	0.00 	9
DSM_0422966751	TS	0.06 	18
DSM_0351765571	TS	0.00 	15
Soil_0083917694	TS	0.01 	77
DSM_0116380889	TS	0.03 	29
Soil_0150754691	TS	0.14 	7
DSM_0080850915	TS	0.00 	3
Soil_0102934648	TS	0.11 	9
Soil_0050725058	TS	0.00 	11
DSM_0119545100	TS	0.00 	16
DSM_0163061609	TS	0.25 	8
DSM_0140293126	TS	0.00 	6
DSM_0064810658	TS	0.00 	6
DSM_0395128941	TS	0.05 	60
Soil_0041872228	TS	0.00 	3
OM-RGC.v2.041182355	TS	0.00 	7
Soil_0102434004	TS	0.00 	13
DSM_0281784364	TS	0.00 	5
DSM_0435124556	TS	0.00 	8
DSM_0464435523	TS	0.00 	4
Soil_0153983422	TS	0.02 	43
DSM_0486018708	TS	0.02 	43
Soil_0116255998	TS	0.09 	45
OM-RGC.v2.003363105	TS	0.00 	3
Soil_0024205442	TS	0.00 	7
DSM_0347392816	TS	0.06 	31
Soil_0082719381	TS	0.00 	8
Soil_0090744802	TS	0.00 	5
DSM_0233240643	TS	0.00 	3
DSM_0344438164	TS	0.00 	3
Soil_0084389759	TS	0.05 	22
DSM_0403444641	TS	0.00 	4
Soil_0075446909	TS	0.10 	10
DSM_0048060837	TS	0.25 	4
Soil_0092289465	TS	0.05 	19
DSM_0353827946	TS	0.00 	4
DSM_0211916792	TS	0.06 	17
Soil_0142979024	TS	0.00 	19
OM-RGC.v2.025231773	TS	0.00 	3
DSM_0012067286	TS	0.00 	5
DSM_0423969886	TS	0.05 	22
DSM_0201044177	TS	0.08 	13
DSM_0468382661	TS	0.00 	10
DSM_0040247693	TS	0.00 	5
Soil_0102128399	TS	0.03 	37
DSM_0170091130	TS	0.14 	14
DSM_0011341143	TS	0.00 	35
DSM_0285831636	TS	0.00 	7
DSM_0348669764	TS	0.00 	4
DSM_0121627267	TS	0.05 	22
Soil_0144676066	TS	0.03 	89
DSM_0011767170	TS	0.04 	46
DSM_0054020842	TS	0.06 	16
OM-RGC.v2.032999839	TS	0.01 	74
DSM_0314955548	TS	0.00 	8
DSM_0224007030	TS	0.00 	8
OM-RGC.v2.010892474	TS	0.00 	9
DSM_0024550465	TS	0.00 	11
DSM_0198535977	TS	0.00 	8
DSM_0085282916	TS	0.05 	65
DSM_0300132720	TS	0.13 	8
Soil_0047318355	TS	0.01 	144
DSM_0056709355	TS	0.00 	18
DSM_0349711823	TS	0.00 	19
DSM_0176546951	TS	0.09 	11
DSM_0112492494	TS	0.00 	22
Soil_0130715341	TS	0.07 	76
DSM_0218629969	TS	0.17 	18
DSM_0160157091	TS	0.00 	7
DSM_0173787091	TS	0.11 	9
DSM_0475210311	TS	0.00 	25
DSM_0319685843	TS	0.00 	24
DSM_0452508418	TS	0.00 	6
DSM_0213424478	TS	0.00 	14
Soil_0074498083	TS	0.03 	40
DSM_0172136965	TS	0.00 	5
DSM_0195571082	TS	0.00 	5
DSM_0382082660	TS	0.07 	14
DSM_0189648540	TS	0.00 	29
OM-RGC.v2.032032821	TS	0.00 	4
DSM_0327520451	TS	0.25 	8
DSM_0364150343	TS	0.00 	4
OM-RGC.v2.005016019	TS	0.00 	7
OM-RGC.v2.000703367	TS	0.06 	16
DSM_0322625764	TS	0.75 	4
DSM_0437245745	TS	0.67 	3
DSM_0458230798	TS	0.50 	6
Soil_0090894899	TS	0.07 	15
DSM_0471443918	TS	0.00 	4
DSM_0198845302	TS	0.33 	3
DSM_0386060440	TS	0.00 	7
DSM_0426842698	TS	0.00 	5
Soil_0075945813	TS	0.00 	3
DSM_0299845874	TS	0.33 	3
Soil_0127755738	TS	0.09 	11
Soil_0008432774	TS	0.11 	81
DSM_0498117759	TS	0.00 	3
DSM_0442035806	TS	0.00 	3
DSM_0176844523	TS	0.08 	13
DSM_0184026126	TS	0.10 	10
Soil_0069124303	TS	0.03 	102
DSM_0184982215	TS	0.00 	9
DSM_0405179129	TS	0.00 	12
Soil_0043163950	TS	0.00 	13
Soil_0044669490	TS	0.09 	11
DSM_0354849108	TS	0.00 	3
DSM_0451224821	TS	0.07 	14
DSM_0386604934	TS	0.10 	10
DSM_0038941780	TS	0.00 	11
DSM_0058568062	TS	0.00 	25
Soil_0063186933	TS	0.10 	67
Soil_0036685614	TS	0.04 	80
DSM_0112706820	TS	0.00 	49
DSM_0135544536	TS	0.07 	14
DSM_0052378812	TS	0.00 	4
DSM_0230849750	TS	0.05 	22
Soil_0099746471	TS	0.00 	21
DSM_0492569893	TS	0.17 	6
Soil_0074495421	TS	0.17 	6
DSM_0163625305	TS	0.33 	9
DSM_0016785207	TS	1.00 	5
DSM_0307059192	TS	0.09 	11
Soil_0029514432	TS	0.00 	7
Soil_0114734485	TS	0.13 	8
Soil_0127560351	TS	0.05 	66
DSM_0460950230	TS	0.00 	31
Soil_0138945663	TS	0.00 	4
DSM_0469683323	TS	0.00 	4
DSM_0446126854	TS	0.00 	4
DSM_0393849011	TS	0.33 	3
Soil_0078106424	TS	0.00 	22
DSM_0150245354	TS	0.00 	4
DSM_0416398273	TS	0.00 	7
DSM_0252358765	TS	0.00 	10
OM-RGC.v2.034124260	TS	0.09 	11
DSM_0106315826	TS	0.33 	3
Soil_0126378648	TS	0.00 	11
DSM_0416189753	TS	0.00 	5
DSM_0245237043	TS	0.00 	5
DSM_0253700367	TS	0.04 	25
DSM_0105548807	TS	0.00 	22
Soil_0089980265	TS	0.00 	29
DSM_0152863435	TS	0.20 	5
Soil_0152450860	TS	0.00 	5
Soil_0077939225	TS	0.02 	146
DSM_0248561780	TS	0.13 	8
DSM_0428470774	TS	0.00 	6
DSM_0210616268	TS	0.00 	6
Soil_0081856143	TS	0.22 	23
DSM_0020416205	TS	0.07 	14
DSM_0362385383	TS	0.05 	19
Soil_0138455403	TS	0.00 	4
DSM_0209484223	TS	0.00 	3
DSM_0237140686	TS	0.25 	4
DSM_0459209886	TS	0.00 	3
DSM_0317274451	TS	0.00 	19
OM-RGC.v2.009922198	TS	0.00 	4
Soil_0067358702	TS	0.00 	3
DSM_0112566544	TS	0.33 	3
Soil_0099508050	TS	0.11 	9
DSM_0021140619	TS	0.00 	9
OM-RGC.v2.043002215	TS	0.00 	6
DSM_0447904335	TS	0.00 	9
DSM_0342141386	TS	0.33 	9
DSM_0059295532	TS	0.00 	4
Soil_0126588369	TS	0.08 	12
DSM_0252313904	TS	0.00 	11
Soil_0079761688	TS	0.07 	61
DSM_0384307577	TS	0.04 	56
DSM_0013383192	TS	0.00 	7
DSM_0253005588	TS	0.00 	10
DSM_0061532960	TS	0.13 	8
DSM_0111311393	TS	0.10 	20
DSM_0491012694	TS	0.00 	6
DSM_0012100399	TS	0.00 	6
DSM_0382438051	TS	0.00 	16
DSM_0149691010	TS	0.07 	69
OM-RGC.v2.028990008	TS	0.00 	8
Soil_0040124940	TS	0.02 	221
Soil_0030383404	TS	0.00 	3
DSM_0388978885	TS	0.07 	15
Soil_0099857591	TS	0.00 	20
DSM_0046604475	TS	0.16 	32
DSM_0227343272	TS	0.00 	15
DSM_0355372179	TS	0.00 	4
DSM_0414459546	TS	0.01 	79
DSM_0322610222	TS	0.04 	28
DSM_0261909818	TS	0.00 	2
Soil_0016835061	TS	0.00 	16
DSM_0248867765	TS	0.10 	29
DSM_0433664677	TS	0.00 	4
DSM_0440450746	TS	0.00 	8
DSM_0108761908	TS	0.04 	23
Soil_0070704452	TS	0.20 	5
DSM_0461218578	TS	0.00 	12
DSM_0341018435	TS	0.00 	15
DSM_0380971749	TS	0.25 	4
DSM_0018578095	TS	0.00 	7
DSM_0212155442	TS	0.33 	3
Soil_0097555858	TS	0.01 	235
Soil_0159368674	TS	0.24 	17
Soil_0051420264	TS	0.00 	12
DSM_0480173272	TS	0.06 	16
Soil_0141973203	TS	0.05 	21
Soil_0011297065	TS	0.00 	8
DSM_0238147021	TS	0.00 	9
OM-RGC.v2.035338571	TS	0.17 	6
Soil_0070672460	TS	0.09 	11
Soil_0081072590	TS	0.08 	48
DSM_0287105429	TS	0.00 	20
Soil_0070760185	TS	0.00 	10
DSM_0450934489	TS	0.00 	6
DSM_0356357801	TS	0.00 	5
Soil_0098509417	TS	0.00 	26
DSM_0472476652	TS	0.00 	4
Soil_0055347777	TS	0.00 	19
DSM_0079353497	TS	0.08 	12
DSM_0224331619	TS	0.00 	26
DSM_0307578579	TS	0.14 	29
DSM_0168675739	TS	0.00 	9
OM-RGC.v2.031892079	TS	0.33 	3
DSM_0237512954	TS	0.00 	5
Soil_0099838451	TS	0.00 	8
DSM_0318454064	TS	0.20 	10
DSM_0287724391	TS	0.00 	16
DSM_0364332450	TS	0.09 	22
DSM_0418370949	TS	0.00 	4
DSM_0087893743	TS	0.00 	15
Soil_0103053747	TS	0.00 	6
DSM_0436846418	TS	0.00 	18
DSM_0249697528	TS	0.00 	18
DSM_0199389051	TS	0.06 	53
DSM_0025738240	TS	0.00 	4
Soil_0120221855	TS	0.08 	87
DSM_0396340113	TS	0.00 	9
Soil_0153795333	TS	0.05 	91
DSM_0435167977	TS	0.00 	7
DSM_0049777882	TS	0.00 	11
Soil_0085195068	TS	0.00 	6
Soil_0019384276	TS	0.03 	120
DSM_0450069470	TS	0.15 	27
DSM_0252078364	TS	0.03 	29
DSM_0057797826	TS	0.17 	6
DSM_0430858711	TS	0.13 	8
DSM_0461854132	TS	0.00 	31
Soil_0019042366	TS	0.04 	180
Soil_0092573467	TS	0.01 	135
DSM_0348726610	TS	0.03 	31
DSM_0388296809	TS	0.00 	33
DSM_0170018982	TS	0.00 	4
Soil_0156016705	TS	0.00 	22
DSM_0153512248	TS	0.00 	3
DSM_0136225968	TS	0.15 	20
DSM_0148835409	TS	0.08 	12
DSM_0177666239	TS	0.00 	7
DSM_0094319911	TS	0.00 	5
DSM_0024209268	TS	0.00 	20
OM-RGC.v2.019756339	TS	0.00 	28
Soil_0089311770	TS	0.06 	99
DSM_0108222109	TS	0.00 	4
DSM_0388666161	TS	0.00 	3
